"clump","chrom","minBP","maxBP","variable","value","fisherLogP","Phenotype","DAP","Treatment","clumpCenter","Experiment"
22937,3,49293226,49367361,"water.amount.plus.cum_dry.over.wet_12_fisherPclump",1.89590223352175e-06,5.72218406179582,"water.amount.plus.cum",12,"dry.over.wet",49330294,"IB003toIB004"
23184,3,49480609,49892934,"water.amount.plus.cum_dry.over.wet_12_fisherPclump",9.07855607394776e-06,5.04198321964882,"water.amount.plus.cum",12,"dry.over.wet",49686772,"IB003toIB004"
24079,3,49293825,49294371,"water.amount.plus.cum_dry.over.wet_12_fisherPclump",3.77922500059658e-06,5.4225972510815,"water.amount.plus.cum",12,"dry.over.wet",49294098,"IB003toIB004"
35506,4,37207357,37354591,"water.amount.plus.cum_dry.over.wet_12_fisherPclump",8.58634086547805e-06,5.06619187464324,"water.amount.plus.cum",12,"dry.over.wet",37280974,"IB003toIB004"
82887,8,9917729,9921408,"water.amount.plus.cum_dry.over.wet_12_fisherPclump",2.21186722417728e-07,6.65524094677866,"water.amount.plus.cum",12,"dry.over.wet",9919568,"IB003toIB004"
11136,2,16159791,16537849,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",6.30984391172519e-06,5.19998138388025,"water.amount.plus.cum",13,"dry.over.wet",16348820,"IB003toIB004"
27558,3,13721430,13732088,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",6.38721745286214e-06,5.1946882980317,"water.amount.plus.cum",13,"dry.over.wet",13726759,"IB003toIB004"
35355,4,14850920,15335628,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",9.85030722935508e-06,5.00655022372241,"water.amount.plus.cum",13,"dry.over.wet",15093274,"IB003toIB004"
35791,4,18305032,18708076,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",3.47492626892147e-06,5.45905440584804,"water.amount.plus.cum",13,"dry.over.wet",18506554,"IB003toIB004"
35992,4,16754358,17020448,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",7.78824849557509e-06,5.10856020012384,"water.amount.plus.cum",13,"dry.over.wet",16887403,"IB003toIB004"
52214,5,26102308,26102395,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",8.20326364856418e-06,5.08601333022928,"water.amount.plus.cum",13,"dry.over.wet",26102352,"IB003toIB004"
65749,7,16036582,16042065,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",8.78228731418438e-07,6.0563923589734,"water.amount.plus.cum",13,"dry.over.wet",16039324,"IB003toIB004"
67139,7,16039762,16039762,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",8.29577636324212e-06,5.08114296413095,"water.amount.plus.cum",13,"dry.over.wet",16039762,"IB003toIB004"
70316,7,15223403,15228496,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",1.67108092397984e-06,5.7770025183969,"water.amount.plus.cum",13,"dry.over.wet",15225950,"IB003toIB004"
71384,7,16523694,16523694,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",9.8024300424024e-06,5.00866624847249,"water.amount.plus.cum",13,"dry.over.wet",16523694,"IB003toIB004"
72313,7,16155298,16157005,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",3.9198669369363e-06,5.40672867520789,"water.amount.plus.cum",13,"dry.over.wet",16156152,"IB003toIB004"
72891,7,16152939,16155035,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",6.05298205890752e-06,5.21803061333824,"water.amount.plus.cum",13,"dry.over.wet",16153987,"IB003toIB004"
86242,9,31987366,32204340,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",1.09816369157687e-08,7.95933291940326,"water.amount.plus.cum",13,"dry.over.wet",32095853,"IB003toIB004"
87447,9,31209203,31668260,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",9.3495104069953e-06,5.0292111306363,"water.amount.plus.cum",13,"dry.over.wet",31438732,"IB003toIB004"
87486,9,32197604,32461480,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",2.59092463586541e-08,7.58654521947415,"water.amount.plus.cum",13,"dry.over.wet",32329542,"IB003toIB004"
88287,9,32207728,32452529,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",1.27812473868962e-06,5.89342675910331,"water.amount.plus.cum",13,"dry.over.wet",32330128,"IB003toIB004"
90460,9,31563072,31597717,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",2.35675352684431e-09,8.62768583433124,"water.amount.plus.cum",13,"dry.over.wet",31580394,"IB003toIB004"
91986,9,31146614,31165500,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",5.91698161628047e-07,6.22789978004872,"water.amount.plus.cum",13,"dry.over.wet",31156057,"IB003toIB004"
93714,9,33925355,33925355,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",1.8816048740811e-06,5.72547157061257,"water.amount.plus.cum",13,"dry.over.wet",33925355,"IB003toIB004"
95682,9,30508663,30517095,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",1.1880868523061e-07,6.92515181011362,"water.amount.plus.cum",13,"dry.over.wet",30512879,"IB003toIB004"
95928,9,31573127,31608659,"water.amount.plus.cum_dry.over.wet_13_fisherPclump",2.91705565009951e-06,5.53505528555067,"water.amount.plus.cum",13,"dry.over.wet",31590893,"IB003toIB004"
80091,8,29488600,29559782,"water.amount.plus.cum_wet_13_fisherPclump",8.9345578853698e-06,5.04892693310739,"water.amount.plus.cum",13,"wet",29524191,"IB003toIB004"
55710,6,3580380,3604944,"water.amount.plus.cum_dry.over.wet_14_fisherPclump",4.05915551188592e-06,5.39156430993914,"water.amount.plus.cum",14,"dry.over.wet",3592662,"IB003toIB004"
56396,6,3589836,3604566,"water.amount.plus.cum_dry.over.wet_14_fisherPclump",5.26726338767989e-06,5.27841496435451,"water.amount.plus.cum",14,"dry.over.wet",3597201,"IB003toIB004"
14673,2,8115462,8115477,"water.amount.plus.cum_wet_14_fisherPclump",1.38498161185519e-06,5.8585559926088,"water.amount.plus.cum",14,"wet",8115470,"IB003toIB004"
18157,2,8107119,8116664,"water.amount.plus.cum_wet_14_fisherPclump",1.36804953969624e-06,5.86389817569546,"water.amount.plus.cum",14,"wet",8111892,"IB003toIB004"
34975,4,24130738,24572617,"water.amount.plus.cum_wet_14_fisherPclump",9.17274809966954e-06,5.03750053284427,"water.amount.plus.cum",14,"wet",24351678,"IB003toIB004"
54745,6,3718181,3960459,"water.amount.plus.cum_wet_14_fisherPclump",5.50481423707509e-06,5.25925733194644,"water.amount.plus.cum",14,"wet",3839320,"IB003toIB004"
57946,6,15370372,15370372,"water.amount.plus.cum_wet_14_fisherPclump",1.69516754487282e-06,5.77078737107875,"water.amount.plus.cum",14,"wet",15370372,"IB003toIB004"
85816,9,5043509,5046715,"water.amount.plus.cum_wet_14_fisherPclump",4.36384231744169e-06,5.36013095054524,"water.amount.plus.cum",14,"wet",5045112,"IB003toIB004"
10635,2,8146735,8597744,"water.amount.plus.cum_dry_15_fisherPclump",3.85505430167568e-06,5.41396950016763,"water.amount.plus.cum",15,"dry",8372240,"IB003toIB004"
10673,2,8132184,8356182,"water.amount.plus.cum_dry_15_fisherPclump",3.2538491725822e-06,5.48760258201791,"water.amount.plus.cum",15,"dry",8244183,"IB003toIB004"
11245,2,8132368,8341300,"water.amount.plus.cum_dry_15_fisherPclump",3.99464866783936e-06,5.3985214111756,"water.amount.plus.cum",15,"dry",8236834,"IB003toIB004"
11270,2,8194017,8356152,"water.amount.plus.cum_dry_15_fisherPclump",2.34098601323228e-07,6.63060118108945,"water.amount.plus.cum",15,"dry",8275084,"IB003toIB004"
11361,2,8127862,8352741,"water.amount.plus.cum_dry_15_fisherPclump",8.87198146241987e-07,6.05197937429546,"water.amount.plus.cum",15,"dry",8240302,"IB003toIB004"
13749,2,8194163,8196912,"water.amount.plus.cum_dry_15_fisherPclump",3.81026092143971e-07,6.41904528341585,"water.amount.plus.cum",15,"dry",8195538,"IB003toIB004"
14087,2,8194903,8194903,"water.amount.plus.cum_dry_15_fisherPclump",2.8547070593987e-07,6.54443845099572,"water.amount.plus.cum",15,"dry",8194903,"IB003toIB004"
15384,2,8195064,8195064,"water.amount.plus.cum_dry_15_fisherPclump",1.41093406509774e-06,5.85049328095386,"water.amount.plus.cum",15,"dry",8195064,"IB003toIB004"
1866,1,7572872,7922734,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",2.65581524669423e-06,5.5758021401971,"water.amount.plus.cum",15,"dry.over.wet",7747803,"IB003toIB004"
11063,2,4928191,5341359,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",5.53061626456904e-06,5.25722647350726,"water.amount.plus.cum",15,"dry.over.wet",5134775,"IB003toIB004"
34903,4,28234121,28403827,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",8.17662462955546e-06,5.08742593927304,"water.amount.plus.cum",15,"dry.over.wet",28318974,"IB003toIB004"
35102,4,18672985,19168222,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",2.0793038489156e-07,6.68208204252748,"water.amount.plus.cum",15,"dry.over.wet",18920604,"IB003toIB004"
35132,4,17885860,18279245,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",9.25043043547334e-06,5.03383805846079,"water.amount.plus.cum",15,"dry.over.wet",18082552,"IB003toIB004"
35187,4,25957162,26256483,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",2.56486921492749e-06,5.59093477506811,"water.amount.plus.cum",15,"dry.over.wet",26106822,"IB003toIB004"
35326,4,14259540,14756879,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",7.54787288005922e-06,5.12217542275641,"water.amount.plus.cum",15,"dry.over.wet",14508210,"IB003toIB004"
35423,4,19840427,20334548,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",9.17091989958486e-07,6.03758709974149,"water.amount.plus.cum",15,"dry.over.wet",20087488,"IB003toIB004"
35477,4,18991570,19489778,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",2.29866515583482e-07,6.63852428734942,"water.amount.plus.cum",15,"dry.over.wet",19240674,"IB003toIB004"
35503,4,13262001,13695382,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",5.21623506308737e-08,7.28264284589931,"water.amount.plus.cum",15,"dry.over.wet",13478692,"IB003toIB004"
35526,4,20919077,21384869,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",1.4377615782278e-07,6.84231312636269,"water.amount.plus.cum",15,"dry.over.wet",21151973,"IB003toIB004"
35724,4,22775583,23252012,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",1.39957481515623e-06,5.85400388109131,"water.amount.plus.cum",15,"dry.over.wet",23013798,"IB003toIB004"
35758,4,16232307,16725547,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",3.32357724849518e-06,5.47839422265024,"water.amount.plus.cum",15,"dry.over.wet",16478927,"IB003toIB004"
35831,4,28226245,28414487,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",5.42450802183767e-06,5.26563964422413,"water.amount.plus.cum",15,"dry.over.wet",28320366,"IB003toIB004"
36151,4,20153879,20638777,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",1.62308968712213e-06,5.78965748168574,"water.amount.plus.cum",15,"dry.over.wet",20396328,"IB003toIB004"
36259,4,21352944,21837867,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",5.42108134943304e-06,5.26591407559253,"water.amount.plus.cum",15,"dry.over.wet",21595406,"IB003toIB004"
37794,4,16792035,17288109,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",6.72139981010495e-06,5.17254027062242,"water.amount.plus.cum",15,"dry.over.wet",17040072,"IB003toIB004"
42840,4,14519857,14520414,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",1.01134624096136e-06,5.99510013541214,"water.amount.plus.cum",15,"dry.over.wet",14520136,"IB003toIB004"
46441,5,2340331,2366235,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",1.66921306780376e-06,5.7774882239766,"water.amount.plus.cum",15,"dry.over.wet",2353283,"IB003toIB004"
49316,5,15033107,15035442,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",5.45670948178113e-06,5.26306916767883,"water.amount.plus.cum",15,"dry.over.wet",15034274,"IB003toIB004"
54908,6,3473979,3663272,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",2.37277168914256e-07,6.62474404809356,"water.amount.plus.cum",15,"dry.over.wet",3568626,"IB003toIB004"
56133,6,2852694,3135872,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",1.68322871014297e-08,7.77385686988001,"water.amount.plus.cum",15,"dry.over.wet",2994283,"IB003toIB004"
56230,6,3932847,3932847,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",8.05572785454606e-06,5.0938952139124,"water.amount.plus.cum",15,"dry.over.wet",3932847,"IB003toIB004"
57340,6,3641282,3661992,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",4.07926456978205e-06,5.3894181266343,"water.amount.plus.cum",15,"dry.over.wet",3651637,"IB003toIB004"
60092,6,11390304,11488751,"water.amount.plus.cum_dry.over.wet_15_fisherPclump",1.77224471298261e-06,5.75147631057525,"water.amount.plus.cum",15,"dry.over.wet",11439528,"IB003toIB004"
34867,4,33808877,33897327,"water.amount.plus.cum_wet_15_fisherPclump",2.30573348021756e-06,5.63719089424871,"water.amount.plus.cum",15,"wet",33853102,"IB003toIB004"
34885,4,33921031,34305744,"water.amount.plus.cum_wet_15_fisherPclump",9.64747605007943e-06,5.01558629089404,"water.amount.plus.cum",15,"wet",34113388,"IB003toIB004"
35089,4,33352558,33848649,"water.amount.plus.cum_wet_15_fisherPclump",5.46772583150587e-06,5.2621932704117,"water.amount.plus.cum",15,"wet",33600604,"IB003toIB004"
35097,4,34243432,34552530,"water.amount.plus.cum_wet_15_fisherPclump",9.23679387741053e-06,5.03447874771654,"water.amount.plus.cum",15,"wet",34397981,"IB003toIB004"
35166,4,34424072,34656436,"water.amount.plus.cum_wet_15_fisherPclump",7.73467535976348e-06,5.11155790981492,"water.amount.plus.cum",15,"wet",34540254,"IB003toIB004"
35735,4,33415307,33531938,"water.amount.plus.cum_wet_15_fisherPclump",5.4370337199007e-07,6.26463797354208,"water.amount.plus.cum",15,"wet",33473622,"IB003toIB004"
36518,4,33750758,33750851,"water.amount.plus.cum_wet_15_fisherPclump",9.1207940287486e-06,5.03996735166138,"water.amount.plus.cum",15,"wet",33750804,"IB003toIB004"
29072,3,10524974,10638615,"water.amount.plus.cum_dry_16_fisherPclump",4.05908243047355e-06,5.39157212908767,"water.amount.plus.cum",16,"dry",10581794,"IB003toIB004"
92700,9,2206991,2216898,"water.amount.plus.cum_dry_16_fisherPclump",7.67556992898474e-06,5.11488936727442,"water.amount.plus.cum",16,"dry",2211944,"IB003toIB004"
13360,2,2237297,2245959,"water.amount.plus.cum_dry.over.wet_16_fisherPclump",1.88735943676656e-06,5.72414538306821,"water.amount.plus.cum",16,"dry.over.wet",2241628,"IB003toIB004"
38586,4,37423642,37744106,"water.amount.plus.cum_dry.over.wet_16_fisherPclump",5.36918909392287e-06,5.27009130063704,"water.amount.plus.cum",16,"dry.over.wet",37583874,"IB003toIB004"
40551,4,37167087,37276397,"water.amount.plus.cum_dry.over.wet_16_fisherPclump",8.97159421494347e-06,5.04713037777702,"water.amount.plus.cum",16,"dry.over.wet",37221742,"IB003toIB004"
41636,4,37530424,37530424,"water.amount.plus.cum_dry.over.wet_16_fisherPclump",5.23156427100274e-06,5.28136843490157,"water.amount.plus.cum",16,"dry.over.wet",37530424,"IB003toIB004"
35224,4,33764794,34251681,"water.amount.plus.cum_wet_16_fisherPclump",8.5691507305545e-06,5.06706221790298,"water.amount.plus.cum",16,"wet",34008238,"IB003toIB004"
92700,9,2206991,2216898,"water.amount.plus.cum_wet_16_fisherPclump",9.0139636484954e-06,5.04508419768391,"water.amount.plus.cum",16,"wet",2211944,"IB003toIB004"
10673,2,8132184,8356182,"water.amount.plus.cum_dry_17_fisherPclump",1.47021947885497e-06,5.8326178276052,"water.amount.plus.cum",17,"dry",8244183,"IB003toIB004"
11245,2,8132368,8341300,"water.amount.plus.cum_dry_17_fisherPclump",3.77902967380685e-06,5.42261969788982,"water.amount.plus.cum",17,"dry",8236834,"IB003toIB004"
11270,2,8194017,8356152,"water.amount.plus.cum_dry_17_fisherPclump",3.92245703862856e-07,6.40644180439844,"water.amount.plus.cum",17,"dry",8275084,"IB003toIB004"
11361,2,8127862,8352741,"water.amount.plus.cum_dry_17_fisherPclump",7.7476181928341e-06,5.11083178971222,"water.amount.plus.cum",17,"dry",8240302,"IB003toIB004"
11938,2,8230311,8588296,"water.amount.plus.cum_dry_17_fisherPclump",6.14524490153145e-06,5.21146080484191,"water.amount.plus.cum",17,"dry",8409304,"IB003toIB004"
13749,2,8194163,8196912,"water.amount.plus.cum_dry_17_fisherPclump",2.14068906917032e-06,5.66944640853458,"water.amount.plus.cum",17,"dry",8195538,"IB003toIB004"
15978,2,1191883,1250532,"water.amount.plus.cum_dry_17_fisherPclump",1.76295836636006e-06,5.75375794378326,"water.amount.plus.cum",17,"dry",1221208,"IB003toIB004"
17078,2,1251711,1251711,"water.amount.plus.cum_dry_17_fisherPclump",7.99565891370397e-06,5.09714574069896,"water.amount.plus.cum",17,"dry",1251711,"IB003toIB004"
45967,5,12296704,12496179,"water.amount.plus.cum_dry.over.wet_17_fisherPclump",8.32131867801619e-06,5.0798078456797,"water.amount.plus.cum",17,"dry.over.wet",12396442,"IB003toIB004"
48014,5,10896646,11360686,"water.amount.plus.cum_dry.over.wet_17_fisherPclump",4.34880199098348e-06,5.36163036611736,"water.amount.plus.cum",17,"dry.over.wet",11128666,"IB003toIB004"
50928,5,11123197,11293939,"water.amount.plus.cum_dry.over.wet_17_fisherPclump",3.75059869362979e-06,5.42589940198254,"water.amount.plus.cum",17,"dry.over.wet",11208568,"IB003toIB004"
51817,5,12363772,12561720,"water.amount.plus.cum_dry.over.wet_17_fisherPclump",6.48419846765874e-06,5.18814370078066,"water.amount.plus.cum",17,"dry.over.wet",12462746,"IB003toIB004"
55774,6,25006248,25012558,"water.amount.plus.cum_dry.over.wet_17_fisherPclump",4.32891387817716e-07,6.36362105419712,"water.amount.plus.cum",17,"dry.over.wet",25009403,"IB003toIB004"
67776,7,29450370,29452121,"water.amount.plus.cum_dry.over.wet_17_fisherPclump",6.64184327689142e-06,5.17771137637152,"water.amount.plus.cum",17,"dry.over.wet",29451246,"IB003toIB004"
71870,7,29436377,29436791,"water.amount.plus.cum_dry.over.wet_17_fisherPclump",3.52407679917217e-06,5.45295463570458,"water.amount.plus.cum",17,"dry.over.wet",29436584,"IB003toIB004"
74479,8,36828747,36829720,"water.amount.plus.cum_dry.over.wet_17_fisherPclump",1.14187148712223e-06,5.94238277137413,"water.amount.plus.cum",17,"dry.over.wet",36829234,"IB003toIB004"
94,1,492059,902866,"water.amount.plus.cum_wet_17_fisherPclump",1.53355763917864e-06,5.81429989629917,"water.amount.plus.cum",17,"wet",697462,"IB003toIB004"
245,1,550849,667986,"water.amount.plus.cum_wet_17_fisherPclump",6.57828048717661e-06,5.18188761284849,"water.amount.plus.cum",17,"wet",609418,"IB003toIB004"
671,1,268868,745454,"water.amount.plus.cum_wet_17_fisherPclump",6.56632390571277e-07,6.18267769806203,"water.amount.plus.cum",17,"wet",507161,"IB003toIB004"
35101,4,33674091,33903308,"water.amount.plus.cum_wet_17_fisherPclump",9.88706610772549e-06,5.00493256201819,"water.amount.plus.cum",17,"wet",33788700,"IB003toIB004"
86659,9,5039447,5045346,"water.amount.plus.cum_wet_17_fisherPclump",5.05260506360336e-06,5.2964846470222,"water.amount.plus.cum",17,"wet",5042396,"IB003toIB004"
34630,4,19813009,20312264,"water.amount.plus.cum_dry_18_fisherPclump",8.65877575289626e-06,5.06254350767627,"water.amount.plus.cum",18,"dry",20062636,"IB003toIB004"
34672,4,22699981,23195890,"water.amount.plus.cum_dry_18_fisherPclump",4.43690066349806e-06,5.35292029446974,"water.amount.plus.cum",18,"dry",22947936,"IB003toIB004"
35303,4,21687278,22178823,"water.amount.plus.cum_dry_18_fisherPclump",3.65212468803332e-06,5.43745440353631,"water.amount.plus.cum",18,"dry",21933050,"IB003toIB004"
35540,4,560682,596314,"water.amount.plus.cum_dry_18_fisherPclump",5.84908482898054e-06,5.23291208004016,"water.amount.plus.cum",18,"dry",578498,"IB003toIB004"
36020,4,23925949,24364671,"water.amount.plus.cum_dry_18_fisherPclump",4.83326027421195e-06,5.31575981719084,"water.amount.plus.cum",18,"dry",24145310,"IB003toIB004"
10871,2,3605265,3612162,"water.amount.plus.cum_dry.over.wet_18_fisherPclump",5.94483708712312e-07,6.22586004232921,"water.amount.plus.cum",18,"dry.over.wet",3608714,"IB003toIB004"
35139,4,18725957,19182948,"water.amount.plus.cum_dry.over.wet_18_fisherPclump",7.37206353637707e-07,6.13241093045526,"water.amount.plus.cum",18,"dry.over.wet",18954452,"IB003toIB004"
49264,5,12454350,12454350,"water.amount.plus.cum_dry.over.wet_18_fisherPclump",3.90740542748497e-06,5.40811152458669,"water.amount.plus.cum",18,"dry.over.wet",12454350,"IB003toIB004"
10349,2,4148379,4150063,"water.amount.plus.cum_wet_18_fisherPclump",1.10673240525934e-09,8.95595737367215,"water.amount.plus.cum",18,"wet",4149221,"IB003toIB004"
10764,2,4149890,4149920,"water.amount.plus.cum_wet_18_fisherPclump",2.53002765900705e-08,7.59687473096312,"water.amount.plus.cum",18,"wet",4149905,"IB003toIB004"
10833,2,4149351,4149351,"water.amount.plus.cum_wet_18_fisherPclump",6.6092896733809e-06,5.17984521335972,"water.amount.plus.cum",18,"wet",4149351,"IB003toIB004"
11607,2,4148177,4148202,"water.amount.plus.cum_wet_18_fisherPclump",6.8160829704696e-06,5.1664651316513,"water.amount.plus.cum",18,"wet",4148190,"IB003toIB004"
44711,5,37455227,37896854,"water.amount.plus.cum_wet_18_fisherPclump",1.65707735743079e-06,5.78065721691492,"water.amount.plus.cum",18,"wet",37676040,"IB003toIB004"
44741,5,37316432,37809798,"water.amount.plus.cum_wet_18_fisherPclump",2.6378277426994e-06,5.57875356847037,"water.amount.plus.cum",18,"wet",37563115,"IB003toIB004"
45147,5,37698641,38082278,"water.amount.plus.cum_wet_18_fisherPclump",4.55554761833428e-06,5.34145940939885,"water.amount.plus.cum",18,"wet",37890460,"IB003toIB004"
54509,6,3738061,3761179,"water.amount.plus.cum_wet_18_fisherPclump",9.97038774513798e-06,5.00128795178871,"water.amount.plus.cum",18,"wet",3749620,"IB003toIB004"
54745,6,3718181,3960459,"water.amount.plus.cum_wet_18_fisherPclump",4.05065437073651e-06,5.39247481218193,"water.amount.plus.cum",18,"wet",3839320,"IB003toIB004"
64805,7,12128864,12357318,"water.amount.plus.cum_wet_18_fisherPclump",6.43285975872812e-06,5.19159591644891,"water.amount.plus.cum",18,"wet",12243091,"IB003toIB004"
85816,9,5043509,5046715,"water.amount.plus.cum_wet_18_fisherPclump",3.88912231341959e-07,6.41014839801791,"water.amount.plus.cum",18,"wet",5045112,"IB003toIB004"
85968,9,10437667,10829354,"water.amount.plus.cum_wet_18_fisherPclump",2.34635969303222e-06,5.62960541049633,"water.amount.plus.cum",18,"wet",10633510,"IB003toIB004"
1416,1,14189342,14375852,"water.amount.plus.cum_dry_19_fisherPclump",7.10546084548438e-06,5.14840774938179,"water.amount.plus.cum",19,"dry",14282597,"IB003toIB004"
10379,2,750569,1159226,"water.amount.plus.cum_dry_19_fisherPclump",2.46216928619581e-06,5.60868209050575,"water.amount.plus.cum",19,"dry",954898,"IB003toIB004"
10621,2,746582,1015842,"water.amount.plus.cum_dry_19_fisherPclump",3.24914056779393e-06,5.48823149933625,"water.amount.plus.cum",19,"dry",881212,"IB003toIB004"
10673,2,8132184,8356182,"water.amount.plus.cum_dry_19_fisherPclump",2.08217993153615e-06,5.68148174365507,"water.amount.plus.cum",19,"dry",8244183,"IB003toIB004"
11245,2,8132368,8341300,"water.amount.plus.cum_dry_19_fisherPclump",2.69085695610547e-06,5.57010938838461,"water.amount.plus.cum",19,"dry",8236834,"IB003toIB004"
11610,2,800629,902617,"water.amount.plus.cum_dry_19_fisherPclump",2.42966794357498e-06,5.61445307624821,"water.amount.plus.cum",19,"dry",851623,"IB003toIB004"
12393,2,820405,869593,"water.amount.plus.cum_dry_19_fisherPclump",1.00238407277215e-06,5.99896584261459,"water.amount.plus.cum",19,"dry",844999,"IB003toIB004"
12492,2,10067305,10338938,"water.amount.plus.cum_dry_19_fisherPclump",5.52494536557585e-06,5.25767201222136,"water.amount.plus.cum",19,"dry",10203122,"IB003toIB004"
13480,2,12412955,12867401,"water.amount.plus.cum_dry_19_fisherPclump",2.25347697512314e-06,5.64714687496955,"water.amount.plus.cum",19,"dry",12640178,"IB003toIB004"
15978,2,1191883,1250532,"water.amount.plus.cum_dry_19_fisherPclump",1.02492070462068e-08,7.98930973351341,"water.amount.plus.cum",19,"dry",1221208,"IB003toIB004"
16319,2,800989,820877,"water.amount.plus.cum_dry_19_fisherPclump",7.58829914191446e-06,5.11985555691859,"water.amount.plus.cum",19,"dry",810933,"IB003toIB004"
16334,2,1058476,1215663,"water.amount.plus.cum_dry_19_fisherPclump",8.3932141584897e-07,6.07607169543047,"water.amount.plus.cum",19,"dry",1137070,"IB003toIB004"
16907,2,1226006,1227210,"water.amount.plus.cum_dry_19_fisherPclump",3.76589715793745e-06,5.42413154421052,"water.amount.plus.cum",19,"dry",1226608,"IB003toIB004"
16928,2,762341,867467,"water.amount.plus.cum_dry_19_fisherPclump",7.41907973042337e-06,5.12964996167321,"water.amount.plus.cum",19,"dry",814904,"IB003toIB004"
16987,2,1250743,1323026,"water.amount.plus.cum_dry_19_fisherPclump",8.4124385834243e-07,6.0750780934042,"water.amount.plus.cum",19,"dry",1286884,"IB003toIB004"
17078,2,1251711,1251711,"water.amount.plus.cum_dry_19_fisherPclump",3.39503841451626e-07,6.46915530735754,"water.amount.plus.cum",19,"dry",1251711,"IB003toIB004"
17082,2,765461,819579,"water.amount.plus.cum_dry_19_fisherPclump",1.56207045208765e-06,5.80629938258234,"water.amount.plus.cum",19,"dry",792520,"IB003toIB004"
18333,2,1192051,1196747,"water.amount.plus.cum_dry_19_fisherPclump",6.81445537307669e-06,5.16656884825472,"water.amount.plus.cum",19,"dry",1194399,"IB003toIB004"
18641,2,1044309,1194701,"water.amount.plus.cum_dry_19_fisherPclump",2.23049247470636e-06,5.65159923765393,"water.amount.plus.cum",19,"dry",1119505,"IB003toIB004"
19309,2,1195693,1269185,"water.amount.plus.cum_dry_19_fisherPclump",4.42726541627077e-06,5.35386444111884,"water.amount.plus.cum",19,"dry",1232439,"IB003toIB004"
19421,2,762230,819578,"water.amount.plus.cum_dry_19_fisherPclump",2.85358453577895e-06,5.54460925720351,"water.amount.plus.cum",19,"dry",790904,"IB003toIB004"
19683,2,1182862,1227396,"water.amount.plus.cum_dry_19_fisherPclump",3.57622758170444e-07,6.44657485163969,"water.amount.plus.cum",19,"dry",1205129,"IB003toIB004"
19687,2,1048702,1049243,"water.amount.plus.cum_dry_19_fisherPclump",1.9123007545199e-06,5.7184438036098,"water.amount.plus.cum",19,"dry",1048972,"IB003toIB004"
20405,2,1195901,1269018,"water.amount.plus.cum_dry_19_fisherPclump",2.77672360964812e-06,5.5564673470335,"water.amount.plus.cum",19,"dry",1232460,"IB003toIB004"
20717,2,1252358,1252791,"water.amount.plus.cum_dry_19_fisherPclump",6.12674715231126e-07,6.21277004240705,"water.amount.plus.cum",19,"dry",1252574,"IB003toIB004"
20957,2,1195436,1227838,"water.amount.plus.cum_dry_19_fisherPclump",4.64773451086859e-08,7.33275868779454,"water.amount.plus.cum",19,"dry",1211637,"IB003toIB004"
21100,2,1262779,1262779,"water.amount.plus.cum_dry_19_fisherPclump",2.83827531730872e-06,5.54694547956615,"water.amount.plus.cum",19,"dry",1262779,"IB003toIB004"
